pid	DOB	status	status_date	sex
7585	1942-09-12	dead	1990-10-20	F
7586	1970-06-13	dead	2006-05-28	M
7587	1987-12-15	dead	2016-12-05	F
7588	1941-12-31	dead	1994-05-24	M
7589	1969-01-05	dead	1990-10-11	F
7590	1990-11-19	alive	2016-12-31	M
7591	1994-06-26	alive	2016-12-31	F
7592	1941-12-23	alive	2016-12-31	M
7593	2005-05-23	dead	2004-03-27	F
7594	1997-04-19	alive	2016-12-31	M
7595	1969-10-25	dead	1998-10-20	F
7596	1999-08-15	dead	1968-02-19	M
7597	1960-03-26	dead	2008-11-17	F
7598	1962-04-17	dead	1981-01-31	M
7599	1954-05-06	dead	2013-07-05	F
7600	1942-03-21	dead	2016-05-20	M
7601	1950-08-20	dead	2012-04-01	F
7602	1982-06-18	dead	1974-07-12	M
7603	1955-01-18	dead	1960-08-05	F
7604	2005-11-04	dead	2013-12-29	M
7605	1983-09-13	dead	2013-10-03	F
7606	1954-11-28	alive	2016-12-31	M
7607	1999-07-25	dead	1963-11-18	F
7608	1940-04-16	alive	2016-12-31	M
7609	1991-11-25	dead	1983-12-13	F
7611	1990-05-14	dead	1996-05-23	F
7612	2004-05-31	dead	2000-10-23	M
7613	1945-03-14	dead	2004-07-25	F
7614	1943-05-05	dead	1986-02-20	M
7615	1959-05-18	alive	2016-12-31	F
7616	1961-12-11	dead	1975-04-15	M
7617	1987-12-08	dead	2005-03-31	F
7618	1975-12-16	dead	2004-10-24	M
7619	1996-05-12	dead	1984-07-06	F
7620	2003-12-03	dead	1989-08-07	M
7621	1995-11-29	alive	2016-12-31	F
7622	1949-11-17	dead	1972-12-03	M
7623	1989-09-02	dead	1990-08-24	F
7624	1972-08-24	dead	2004-11-10	M
7625	1948-08-26	dead	1960-05-02	F
7626	1962-10-18	dead	1992-09-13	M
7627	1955-03-09	dead	2010-01-13	F
7628	1959-07-27	alive	2016-12-31	M
7629	2000-10-29	alive	2016-12-31	F
7630	1958-09-30	dead	1972-12-27	M
7631	1984-11-18	dead	1988-12-22	F
7632	1987-05-08	dead	1990-05-14	M
7633	1944-06-25	dead	2003-04-21	F
7634	1944-09-06	dead	1982-09-23	M
7635	1996-01-21	dead	1997-09-02	F
7636	1941-12-22	dead	1986-10-03	M
7637	1983-01-17	dead	1977-12-26	F
7638	2009-03-31	dead	1969-06-19	M
7639	1975-07-23	dead	1998-12-12	F
7640	2000-03-29	dead	1983-06-03	M
7641	2003-04-04	dead	2000-11-03	F
7642	1940-08-19	dead	1967-08-22	M
7643	1972-10-13	dead	1987-06-26	F
7644	1959-11-03	dead	1998-03-31	M
7645	2002-11-15	dead	1990-03-25	F
7646	2005-06-27	dead	2007-04-26	M
7647	1991-01-13	dead	2002-08-05	F
7648	2009-06-07	alive	2016-12-31	M
7649	1950-08-11	alive	2016-12-31	F
7650	1992-10-19	alive	2016-12-31	M
7651	1991-10-25	dead	1991-07-18	F
7652	1978-05-16	dead	1989-10-05	M
7653	1956-02-10	dead	1961-11-06	F
7654	1950-01-15	alive	2016-12-31	M
7655	1969-12-15	dead	1993-07-14	F
7657	1956-09-28	dead	1969-08-11	F
7658	1962-02-16	dead	2012-11-14	M
7659	2009-04-18	dead	1970-02-13	F
7660	1971-09-18	dead	1975-06-26	M
7661	1970-03-08	dead	1976-01-25	F
7663	2001-10-13	alive	2016-12-31	F
7664	1956-05-19	alive	2016-12-31	M
7665	1990-01-17	alive	2016-12-31	F
7666	1954-07-07	dead	2011-01-18	M
7667	1976-12-19	alive	2016-12-31	F
7668	1960-02-17	dead	1976-05-12	M
7669	1962-05-18	dead	1977-11-23	F
7670	2000-05-16	dead	2009-01-31	M
7671	2006-03-22	dead	1982-03-22	F
7672	1991-02-22	dead	1974-01-10	M
7673	1975-08-01	dead	2003-03-07	F
7674	1986-04-13	dead	1964-03-27	M
7675	1980-05-02	alive	2016-12-31	F
7676	2003-08-23	dead	1961-11-18	M
7677	1978-04-20	dead	1973-12-02	F
7678	1957-05-07	dead	2009-01-11	M
7679	1977-09-11	alive	2016-12-31	F
7680	1944-05-01	dead	1983-12-01	M
7681	1943-07-15	alive	2016-12-31	F
7682	1950-10-07	dead	1981-04-10	M
7683	1946-07-28	alive	2016-12-31	F
7684	2003-10-14	dead	1973-05-04	M
7685	1999-09-18	dead	1960-11-14	F
7686	1982-11-01	dead	1994-02-02	M
7687	2004-10-30	dead	1966-01-22	F
7688	1993-08-14	alive	2016-12-31	M
7689	1980-12-20	alive	2016-12-31	F
7690	1952-08-04	dead	1976-11-19	M
7691	1971-10-25	dead	1990-12-30	F
7692	1979-01-02	dead	1991-04-03	M
7693	1993-04-25	alive	2016-12-31	F
7694	1962-05-07	dead	1982-06-17	M
7695	1950-07-13	dead	2007-06-30	F
7696	1975-01-30	dead	1985-02-14	M
7697	1973-08-04	dead	1995-05-17	F
7698	1956-09-21	alive	2016-12-31	M
7699	1962-09-01	dead	2012-05-28	F
7700	1999-09-23	alive	2016-12-31	M
7701	1972-04-10	alive	2016-12-31	F
7703	2006-08-29	dead	1991-01-02	F
7704	2006-10-20	dead	1972-01-20	M
7705	1996-05-09	alive	2016-12-31	F
7706	2000-09-16	dead	1969-03-12	M
7707	1957-06-17	dead	1995-01-11	F
7708	1941-10-11	dead	1987-07-19	M
7709	1954-03-12	dead	1992-11-12	F
7710	1940-06-05	dead	1965-08-26	M
7711	1985-02-10	alive	2016-12-31	F
7712	1943-06-21	dead	1994-09-06	M
7713	1996-05-19	dead	2012-03-10	F
7714	2007-07-04	alive	2016-12-31	M
7715	1972-04-05	dead	1975-05-29	F
7716	1984-07-10	dead	1985-12-19	M
7717	1975-03-25	dead	1996-06-26	F
7718	1949-04-30	dead	2009-05-19	M
7719	2008-09-07	alive	2016-12-31	F
7720	1982-04-14	dead	1998-07-13	M
7722	1978-01-24	dead	2000-06-18	M
7723	1962-01-24	dead	2016-12-10	F
7724	1988-01-18	alive	2016-12-31	M
7725	1971-06-01	dead	1972-08-01	F
7726	1986-02-26	dead	1971-05-02	M
7727	1963-11-18	dead	1993-03-24	F
7728	1982-12-09	dead	1982-04-10	M
7729	1953-12-19	dead	2012-09-15	F
7730	1981-05-09	alive	2016-12-31	M
7731	1991-11-18	alive	2016-12-31	F
7732	1981-05-17	dead	1981-05-07	M
7733	1953-08-11	dead	1997-11-24	F
7734	1986-01-02	dead	1980-11-24	M
7735	1944-09-05	dead	2010-04-23	F
7736	1993-07-27	dead	1971-02-22	M
7738	1954-07-20	alive	2016-12-31	M
7739	1953-04-18	dead	1979-04-05	F
7740	1981-05-04	alive	2016-12-31	M
7741	1957-12-10	dead	2007-01-05	F
7742	1984-06-21	dead	1969-12-25	M
7743	1975-09-08	dead	1963-02-19	F
7744	1998-04-03	dead	1963-09-10	M
7745	1996-01-24	alive	2016-12-31	F
7747	1949-03-24	dead	1967-06-21	F
7748	2005-07-27	alive	2016-12-31	M
7749	1941-09-28	dead	2006-03-12	F
7750	1976-03-29	dead	1965-07-03	M
7751	2000-06-26	alive	2016-12-31	F
7752	1982-09-15	alive	2016-12-31	M
7753	1977-05-19	alive	2016-12-31	F
7754	1989-07-23	dead	1965-04-12	M
7755	1991-06-28	dead	1964-09-24	F
7756	2000-04-06	alive	2016-12-31	M
7757	1966-09-30	dead	2009-03-18	F
7758	1956-12-09	dead	1985-01-19	M
7759	1984-04-18	dead	1963-09-11	F
7760	2005-11-01	dead	1979-08-20	M
7761	1979-03-09	dead	1975-07-05	F
7762	1963-02-04	dead	2012-03-11	M
7763	2000-11-11	dead	2013-07-13	F
7764	2000-09-02	dead	2016-04-17	M
7765	1953-07-28	alive	2016-12-31	F
7766	1970-10-26	dead	1969-02-05	M
7767	1976-12-11	dead	1985-01-28	F
7768	1952-03-21	dead	1996-09-22	M
7769	1978-11-20	dead	1978-05-28	F
7770	1940-04-17	alive	2016-12-31	M
7771	2005-03-18	dead	1986-02-03	F
7772	1949-08-09	dead	1973-04-07	M
7773	1947-12-23	dead	1994-03-24	F
7774	2007-11-06	dead	1962-03-08	M
7775	1986-03-08	alive	2016-12-31	F
7777	1947-02-17	alive	2016-12-31	F
7778	1964-10-24	alive	2016-12-31	M
7779	1994-07-28	alive	2016-12-31	F
7780	2006-02-04	dead	1979-12-11	M
7781	1941-01-12	alive	2016-12-31	F
7782	1980-08-02	dead	1971-05-14	M
7783	1958-10-09	dead	1988-01-10	F
7784	1978-03-29	dead	1980-03-17	M
7785	1992-03-04	dead	1996-12-25	F
7786	1995-11-11	dead	2002-04-14	M
7787	1977-02-24	dead	1990-10-01	F
7788	2006-10-14	dead	1987-12-21	M
7789	1984-02-24	dead	1981-04-03	F
7790	1956-01-23	alive	2016-12-31	M
7791	2003-10-10	alive	2016-12-31	F
7792	1974-08-27	dead	2003-09-03	M
7793	1989-04-04	alive	2016-12-31	F
7794	1998-01-19	dead	1963-05-11	M
7795	1988-03-06	dead	1964-02-01	F
7796	1959-08-31	dead	1975-10-15	M
7797	1952-01-03	alive	2016-12-31	F
7798	1941-11-11	dead	1977-05-30	M
7799	1968-04-03	dead	1960-08-19	F
7800	1962-04-19	alive	2016-12-31	M
7801	1941-01-03	dead	1962-01-04	F
7802	1973-05-19	dead	2015-10-05	M
7803	1981-02-04	dead	1961-01-14	F
7804	1969-05-24	alive	2016-12-31	M
7805	1969-05-13	dead	1988-05-12	F
7806	2007-02-07	dead	1998-01-28	M
7807	1999-10-26	alive	2016-12-31	F
7808	1982-03-05	dead	1985-08-04	M
7810	1990-08-29	dead	1984-09-29	M
7811	1950-12-23	dead	1991-12-15	F
7813	1968-09-27	dead	2006-11-12	F
7814	1955-07-07	dead	1966-05-17	M
7815	1982-03-12	alive	2016-12-31	F
7816	1973-07-27	dead	1972-10-14	M
7817	1986-03-26	dead	1990-10-24	F
7818	1986-02-01	dead	1984-08-21	M
7819	1964-09-11	dead	1995-02-07	F
7820	1979-05-10	alive	2016-12-31	M
7821	2001-05-03	dead	1967-07-28	F
7822	2009-02-26	dead	1975-11-24	M
7823	1975-09-01	alive	2016-12-31	F
7824	2002-03-07	alive	2016-12-31	M
7825	1946-12-29	dead	2016-03-13	F
7826	1943-03-21	dead	1999-12-19	M
7827	2002-11-01	alive	2016-12-31	F
7828	1966-05-19	dead	1989-02-03	M
7830	1994-02-04	dead	1995-06-02	M
7831	1970-06-21	alive	2016-12-31	F
7832	1980-01-26	dead	1994-01-14	M
7833	1949-01-05	dead	1994-10-09	F
7834	2005-04-04	dead	2015-05-30	M
7835	1991-02-10	dead	1973-07-28	F
7836	1987-09-30	dead	1977-02-15	M
7837	1941-08-12	dead	1990-06-04	F
7839	1956-12-13	dead	1993-09-10	F
7840	2006-05-01	alive	2016-12-31	M
7841	1966-11-16	alive	2016-12-31	F
7842	1963-01-29	alive	2016-12-31	M
7843	1995-12-03	alive	2016-12-31	F
7844	1965-07-17	dead	1994-08-16	M
7846	1943-10-16	dead	1988-04-02	M
7847	1963-04-24	alive	2016-12-31	F
7848	1995-03-03	dead	2012-06-24	M
7849	1961-10-06	dead	1994-04-03	F
7850	1971-04-07	dead	1990-01-18	M
7851	1969-10-16	alive	2016-12-31	F
7852	1965-10-29	alive	2016-12-31	M
7853	1986-03-19	dead	1982-10-07	F
7854	1957-08-22	dead	1970-01-20	M
7855	1980-01-16	dead	1992-10-10	F
7856	2003-01-03	dead	1966-08-02	M
7857	1976-12-21	alive	2016-12-31	F
7858	2002-10-03	dead	1988-05-30	M
7859	1976-01-29	alive	2016-12-31	F
7860	1991-04-30	dead	2016-06-30	M
7861	1958-12-08	dead	1969-02-07	F
7862	2003-03-03	dead	1970-09-19	M
7863	1978-09-03	dead	2004-04-07	F
7864	2003-07-07	dead	1996-09-11	M
7865	1956-03-18	dead	2014-11-02	F
7866	1979-06-30	dead	1970-01-10	M
7867	1955-11-07	dead	1974-06-04	F
7868	1967-07-21	dead	2000-12-29	M
7869	1971-12-26	dead	2016-08-27	F
7870	1954-03-08	dead	1994-09-08	M
7871	2006-06-03	dead	1986-10-08	F
7872	1972-11-26	dead	1990-05-16	M
7873	1974-09-19	dead	1981-12-29	F
7874	1974-01-21	dead	1997-06-16	M
7875	1992-09-28	alive	2016-12-31	F
7876	2003-04-28	dead	1961-02-28	M
7877	1953-12-11	dead	1973-07-25	F
7878	1990-08-02	dead	1969-12-09	M
7879	1955-11-21	dead	1975-10-27	F
7880	1995-08-01	dead	1985-03-25	M
7881	1981-10-13	alive	2016-12-31	F
7882	1988-01-07	dead	1980-05-29	M
7883	2009-02-20	dead	1983-02-02	F
7884	1990-08-08	alive	2016-12-31	M
7885	1989-08-04	dead	1998-08-17	F
7886	1948-04-27	alive	2016-12-31	M
7887	1986-06-19	dead	1965-05-15	F
7888	1964-03-02	alive	2016-12-31	M
7889	1971-08-26	dead	1993-06-13	F
7890	1971-01-03	dead	1975-01-23	M
7891	1949-04-24	dead	2011-06-02	F
7892	1941-11-20	alive	2016-12-31	M
7893	1941-11-01	alive	2016-12-31	F
7895	1994-03-18	dead	1981-03-12	F
7896	1989-06-18	dead	2003-01-30	M
7897	1940-03-09	dead	1964-09-30	F
7898	1969-02-08	alive	2016-12-31	M
7900	1952-07-14	dead	1984-12-31	M
7901	1944-10-09	alive	2016-12-31	F
7902	1949-01-27	dead	1960-09-04	M
7903	1963-01-31	dead	1999-06-29	F
7904	2001-12-13	dead	1962-08-26	M
7905	2001-03-28	dead	1991-01-19	F
7906	1947-05-29	dead	1985-05-03	M
7907	1967-01-21	dead	1995-02-28	F
7908	1981-10-01	dead	1982-02-20	M
7909	1945-08-03	dead	2002-02-16	F
7910	1949-05-20	alive	2016-12-31	M
7911	1971-06-29	dead	2006-12-08	F
7912	1976-12-10	dead	1982-02-19	M
7913	1986-08-16	dead	1969-11-23	F
7914	1947-08-17	alive	2016-12-31	M
7915	1952-06-15	dead	1993-10-12	F
7916	2003-10-21	dead	1966-08-30	M
7917	1972-09-03	dead	1985-11-19	F
7918	1987-05-20	dead	2004-08-12	M
7919	1946-09-15	dead	1974-11-14	F
7920	1972-06-13	alive	2016-12-31	M
7921	1949-06-23	alive	2016-12-31	F
7922	2006-01-23	dead	1976-01-02	M
7923	1961-04-08	dead	2001-09-18	F
7924	1969-08-10	dead	2008-02-27	M
7925	1993-11-19	dead	1988-08-11	F
7926	1958-05-23	dead	1975-01-31	M
7927	1956-09-23	dead	1968-05-14	F
7928	1959-11-15	dead	2014-11-08	M
7929	1960-04-03	dead	2003-01-15	F
7930	1982-07-10	dead	1990-08-26	M
7931	1971-04-02	dead	1988-04-22	F
7932	1992-07-22	dead	1968-12-23	M
7933	1958-05-05	dead	1981-10-27	F
7934	1942-06-08	dead	1997-05-11	M
7935	2002-01-06	dead	2002-05-14	F
7936	1965-05-26	dead	1984-10-25	M
7937	2009-07-25	dead	1994-05-05	F
7938	1951-11-11	alive	2016-12-31	M
7939	1975-01-24	dead	1970-06-26	F
7940	1977-01-14	alive	2016-12-31	M
7941	1989-03-03	dead	2004-07-15	F
7942	1973-06-30	dead	1961-08-03	M
7943	1993-06-04	dead	2010-07-25	F
7944	1957-02-05	dead	1977-09-06	M
7945	1979-09-11	dead	1964-11-13	F
7946	1986-05-25	dead	1981-01-06	M
7947	1964-12-06	dead	1974-05-06	F
7948	1944-10-26	alive	2016-12-31	M
7949	1944-10-30	alive	2016-12-31	F
7950	1981-09-11	dead	1979-12-27	M
7951	1974-09-20	alive	2016-12-31	F
7952	1974-10-14	alive	2016-12-31	M
7953	1964-07-14	dead	1974-01-16	F
7954	2009-02-16	dead	1966-10-23	M
7955	1971-04-12	alive	2016-12-31	F
7956	2006-01-27	alive	2016-12-31	M
7957	1961-05-27	dead	2014-03-07	F
7958	1988-10-21	dead	1999-10-20	M
7959	1949-09-23	alive	2016-12-31	F
7960	2009-10-15	dead	1993-02-10	M
7961	1997-12-30	alive	2016-12-31	F
7962	1968-09-19	dead	1980-07-06	M
7963	2004-03-06	dead	1982-08-17	F
7964	1992-05-15	dead	1968-11-26	M
7965	1969-05-29	dead	2000-04-26	F
7966	1972-12-14	alive	2016-12-31	M
7967	1998-01-06	dead	1996-11-07	F
7968	1966-09-04	dead	2005-04-13	M
7969	1966-02-03	dead	2005-03-30	F
7970	2008-02-13	alive	2016-12-31	M
7971	1978-01-04	dead	1993-10-30	F
7972	1948-08-31	dead	1981-02-25	M
7973	1957-09-29	dead	1975-10-16	F
7975	2003-09-22	dead	1978-09-02	F
7976	1942-05-26	dead	1998-03-06	M
7977	1984-10-28	dead	1972-09-16	F
7978	1999-07-13	dead	1964-11-04	M
7979	2004-06-30	alive	2016-12-31	F
7980	1964-09-24	alive	2016-12-31	M
7981	1943-01-09	alive	2016-12-31	F
7982	2005-02-02	alive	2016-12-31	M
7983	1940-09-14	dead	2006-03-13	F
7984	1963-08-21	dead	1974-10-22	M
7985	2005-08-18	dead	1969-03-31	F
7986	1979-08-29	dead	2014-01-14	M
7987	1988-12-02	dead	1964-09-09	F
7988	1966-08-11	dead	1976-05-11	M
7989	2008-04-08	dead	2012-01-26	F
7990	1971-07-25	dead	1968-09-28	M
7991	1993-04-19	dead	1960-07-05	F
7992	1985-09-07	dead	1966-11-02	M
7993	1991-08-01	dead	2000-08-07	F
7994	1967-09-12	alive	2016-12-31	M
7995	1984-05-09	dead	1988-11-22	F
7996	1948-10-05	dead	1962-12-30	M
7997	1967-10-20	dead	1969-01-08	F
7998	1992-05-26	dead	1972-10-22	M
7999	2006-04-03	dead	1978-09-17	F
8000	1950-05-12	dead	1993-02-02	M
8001	1964-02-22	dead	1985-05-28	F
8002	1950-12-02	dead	1973-04-15	M
8003	1982-08-03	dead	1982-05-25	F
8004	1969-04-09	alive	2016-12-31	M
8005	1997-09-13	dead	1996-04-09	F
8006	1954-01-03	dead	1981-02-12	M
8007	1950-05-14	dead	1964-02-06	F
8008	1961-03-10	dead	1999-06-17	M
8009	1944-06-15	dead	1993-07-16	F
8010	1979-03-13	alive	2016-12-31	M
8011	1975-03-27	dead	2005-03-14	F
8012	1950-03-12	dead	1969-08-15	M
8013	1957-05-20	dead	1986-05-25	F
8014	1974-05-14	dead	1998-09-28	M
8015	1984-10-04	dead	1975-10-28	F
8016	1969-10-29	dead	2016-07-07	M
8017	2003-02-27	dead	1979-03-31	F
8018	1958-10-08	dead	1982-05-22	M
8019	1979-05-18	dead	1981-02-22	F
8020	1963-05-31	dead	1968-07-25	M
8021	1958-03-29	dead	1961-02-04	F
8022	1960-09-05	dead	2008-04-10	M
8023	1972-05-21	dead	1984-05-01	F
8024	1983-07-08	alive	2016-12-31	M
8025	1968-10-06	alive	2016-12-31	F
8026	1950-02-26	dead	1997-01-22	M
8027	1991-09-24	dead	2004-09-24	F
8028	1990-03-26	dead	2004-01-07	M
8029	1980-12-18	alive	2016-12-31	F
8030	1950-03-18	dead	1986-10-31	M
8031	2004-09-24	alive	2016-12-31	F
8032	2001-03-31	alive	2016-12-31	M
8033	2007-05-09	dead	2005-01-07	F
8034	1988-01-27	dead	1974-11-17	M
8035	1976-02-08	dead	2003-05-03	F
8036	1992-06-28	alive	2016-12-31	M
8037	1995-04-06	dead	1993-03-28	F
8038	1950-03-27	dead	1988-12-08	M
8039	1962-11-17	dead	1988-08-06	F
8040	1991-10-03	dead	1961-06-08	M
8041	1972-12-03	alive	2016-12-31	F
8042	1988-03-10	alive	2016-12-31	M
8043	1956-02-29	dead	1977-02-05	F
8044	1947-09-16	dead	2008-07-30	M
8045	1998-04-23	dead	2015-08-03	F
8046	1996-02-18	dead	1980-05-24	M
8047	1971-08-11	dead	2008-08-09	F
8048	1984-07-14	dead	1960-02-04	M
8049	1954-07-25	dead	1980-06-27	F
8050	1991-04-28	dead	1964-01-24	M
8052	1974-05-07	dead	1998-06-17	M
8053	1990-09-21	dead	1976-04-20	F
8054	1981-03-09	dead	2016-02-29	M
8055	1941-08-04	alive	2016-12-31	F
8056	1992-02-21	alive	2016-12-31	M
8057	1985-07-11	dead	2012-11-03	F
8059	1948-10-07	alive	2016-12-31	F
8060	1997-10-06	dead	2014-02-13	M
8061	2005-06-16	dead	2013-12-07	F
8062	1965-02-21	dead	1999-12-23	M
8063	1988-07-21	dead	1983-02-04	F
8064	1961-12-25	dead	2000-03-25	M
8065	1996-08-03	dead	1980-08-03	F
8066	1984-09-01	dead	2008-01-23	M
8067	1984-08-06	dead	1965-08-20	F
8068	1995-11-30	dead	1970-04-18	M
8069	1976-12-08	dead	1980-02-24	F
8070	2003-03-25	dead	1989-12-15	M
8071	1966-10-11	dead	2007-04-08	F
8072	1985-03-09	dead	2004-06-11	M
8073	1954-02-06	dead	2012-02-06	F
8074	1948-03-31	dead	1982-05-16	M
8075	2009-12-16	alive	2016-12-31	F
8076	2009-04-07	dead	1995-04-20	M
8077	1973-07-12	alive	2016-12-31	F
8078	1966-06-15	dead	1987-01-28	M
8079	1952-09-18	dead	1971-05-26	F
8080	1961-08-23	alive	2016-12-31	M
8081	1981-04-13	dead	1995-10-23	F
8082	1980-02-20	dead	1989-06-07	M
8083	1995-07-01	dead	2012-08-20	F
8084	1992-07-17	dead	1972-11-15	M
8085	1970-12-03	dead	2009-10-25	F
8086	1950-12-24	dead	1994-10-11	M
8087	1960-06-30	alive	2016-12-31	F
8088	1960-10-26	dead	2013-08-06	M
8089	1971-02-06	dead	1960-09-19	F
8090	1947-04-26	alive	2016-12-31	M
8091	2006-09-06	dead	1983-04-16	F
8092	1988-07-24	alive	2016-12-31	M
8093	1941-09-26	dead	1992-03-04	F
8094	1996-06-07	dead	1965-01-04	M
8095	1975-11-09	dead	1986-05-27	F
8096	1980-08-14	dead	1963-03-22	M
8097	1969-08-04	dead	1991-03-09	F
8098	1960-10-05	dead	1969-05-02	M
8099	1991-03-09	dead	1963-10-11	F
8100	1960-06-17	dead	1983-03-06	M
8101	2002-12-01	dead	2015-04-02	F
8102	1981-11-23	dead	1971-02-04	M
8103	1947-10-14	dead	1977-12-05	F
8104	1968-11-20	dead	2007-03-19	M
8105	1990-01-02	dead	1997-08-25	F
8106	2008-11-03	dead	2008-02-06	M
8107	2002-08-24	dead	2005-09-08	F
8108	1989-04-07	dead	1972-07-12	M
8109	1981-11-13	dead	1989-05-19	F
8110	1983-09-19	dead	1997-12-29	M
8111	1997-03-15	dead	2014-10-28	F
8112	1998-08-10	dead	1965-08-24	M
8113	1993-07-01	dead	1962-09-07	F
8114	2001-05-07	dead	1971-12-18	M
8115	1975-10-24	dead	2002-06-07	F
8116	1972-06-21	dead	1990-12-05	M
8117	1941-01-06	dead	1986-11-27	F
8118	1993-04-22	dead	1993-07-12	M
8119	1992-08-12	dead	1972-10-05	F
8120	1940-07-30	dead	2010-12-06	M
8121	1970-05-21	dead	1992-12-02	F
8123	1993-06-18	dead	1973-02-04	F
8124	1958-12-31	dead	1981-03-07	M
8125	1976-10-20	dead	1976-09-03	F
8126	2008-09-04	dead	2011-03-03	M
8127	2001-01-05	alive	2016-12-31	F
8129	1957-02-04	alive	2016-12-31	F
8130	1963-08-13	dead	2013-07-26	M
8131	1952-02-26	dead	1973-10-13	F
8132	1983-02-21	dead	1967-03-12	M
8133	1963-10-24	dead	2016-08-24	F
8134	1966-09-09	dead	2010-11-20	M
8135	1982-11-14	dead	1978-09-15	F
8136	1943-07-06	dead	1996-04-24	M
8137	2001-01-15	dead	1984-05-07	F
8138	1996-11-20	alive	2016-12-31	M
8139	1966-10-13	dead	1997-10-09	F
8141	1996-12-17	alive	2016-12-31	F
8142	2001-01-11	dead	2001-01-17	M
8143	1968-08-20	alive	2016-12-31	F
8144	1966-01-27	dead	1973-05-18	M
8145	1989-08-13	dead	1973-02-18	F
8146	1967-02-26	dead	1986-11-26	M
8147	1953-08-01	dead	1976-07-26	F
8148	1999-10-14	dead	1983-07-05	M
8149	1944-02-02	alive	2016-12-31	F
8150	1969-01-30	dead	1966-09-26	M
8151	1974-08-01	dead	1997-12-19	F
8152	1962-05-05	alive	2016-12-31	M
8153	1963-06-11	alive	2016-12-31	F
8154	1946-11-18	alive	2016-12-31	M
8155	1967-03-14	dead	2011-07-27	F
8156	1977-01-05	dead	1979-06-11	M
8157	1997-03-23	dead	1999-02-27	F
8158	1977-07-28	dead	2012-09-21	M
8159	1991-09-16	dead	1973-07-19	F
8160	1995-12-07	dead	1992-01-09	M
8161	1980-04-04	dead	1971-02-01	F
8162	1968-10-12	dead	2006-04-03	M
8163	1971-10-16	dead	1989-03-29	F
8164	1956-02-14	dead	1970-01-08	M
8165	1988-12-25	dead	1987-01-25	F
8166	1957-04-18	dead	1996-04-03	M
8167	1971-12-31	dead	2008-08-30	F
8168	1975-12-13	dead	1991-04-04	M
8169	1992-11-18	dead	1994-01-16	F
8170	1943-05-13	dead	2005-12-20	M
8171	1971-04-27	dead	1985-04-20	F
8172	1973-10-06	dead	1973-11-23	M
8173	2001-10-17	dead	1970-07-23	F
8174	1952-04-12	dead	2006-05-11	M
8175	2003-06-26	dead	2015-02-09	F
8176	1978-03-20	dead	1973-11-07	M
8177	1991-06-18	alive	2016-12-31	F
8178	1972-08-03	dead	1994-12-04	M
8179	1976-02-09	dead	1966-12-22	F
8180	1945-07-21	dead	1975-01-07	M
8181	1963-11-24	dead	1978-10-16	F
8182	1975-05-05	dead	2003-07-08	M
8183	1962-11-11	alive	2016-12-31	F
8184	1940-06-02	dead	1988-04-12	M
8185	1950-07-26	dead	1961-07-15	F
8186	1970-08-30	alive	2016-12-31	M
8187	1992-07-02	alive	2016-12-31	F
8188	1958-09-15	dead	1994-04-19	M
8189	1941-10-02	dead	2006-12-24	F
8190	1941-05-31	alive	2016-12-31	M
8191	2001-07-07	dead	1965-05-01	F
8192	1947-04-10	alive	2016-12-31	M
8193	1974-08-02	dead	2003-06-03	F
8194	1981-09-22	dead	1987-08-02	M
8196	1964-10-29	dead	1980-09-01	M
8197	1985-07-24	alive	2016-12-31	F
8198	1965-05-03	dead	1987-10-17	M
8199	1991-09-05	dead	1982-03-23	F
8200	1994-07-11	dead	1965-01-17	M
8201	1944-09-15	dead	1967-05-05	F
8202	1947-11-17	dead	2007-11-09	M
8203	1969-09-10	alive	2016-12-31	F
8204	1962-03-29	dead	1999-11-21	M
8205	1972-10-16	dead	1986-12-26	F
8206	1946-10-13	dead	2007-09-20	M
8207	1996-06-19	dead	1996-02-13	F
8208	1942-10-12	dead	1980-10-17	M
8209	1978-03-02	dead	2000-05-09	F
8210	1966-11-25	dead	2007-12-12	M
8211	1981-03-25	dead	1963-03-14	F
8212	1957-11-20	dead	1992-06-02	M
8213	2001-04-03	alive	2016-12-31	F
8214	1947-06-01	dead	1977-10-14	M
8215	1988-12-21	dead	1995-07-25	F
8216	2004-01-21	dead	1962-12-13	M
8217	1958-09-11	alive	2016-12-31	F
8218	2004-03-13	dead	1995-06-27	M
8219	1948-08-05	dead	1986-08-10	F
8220	1954-01-18	dead	1985-10-13	M
8221	1974-01-11	dead	1970-12-17	F
8222	1975-10-13	dead	2001-06-21	M
8223	1957-05-01	dead	1975-02-17	F
8224	1955-05-24	dead	1961-07-29	M
8225	1984-04-24	dead	2000-10-07	F
8226	1950-05-19	dead	1980-10-15	M
8227	1981-03-13	dead	1989-03-16	F
8228	1997-04-15	alive	2016-12-31	M
8229	2002-09-21	dead	1962-11-24	F
8230	1994-05-15	dead	1983-07-27	M
8231	1998-03-09	dead	2009-06-21	F
8232	1982-11-18	dead	2015-10-26	M
8233	1970-12-30	alive	2016-12-31	F
8234	2002-03-25	alive	2016-12-31	M
8235	1954-11-02	alive	2016-12-31	F
8236	1981-09-19	dead	1989-10-14	M
8237	1961-12-19	dead	1961-06-06	F
8238	1955-09-11	dead	1989-11-08	M
8239	1950-06-18	dead	2002-09-27	F
8240	1973-09-24	dead	1966-08-20	M
8241	1953-01-02	dead	2014-07-12	F
